10/19/22,2:46:28:651,FireSpire- 5  MixTank Pressure::  5.4
10/19/22,2:46:28:682,FireSpire- 5  HydrogenTank Pressure::  2897.4
10/19/22,2:46:28:712,FireSpire- 5  Pilot Pressure::  141.1
10/19/22,2:46:28:741,FireSpire- 5  LELSensor 1 Level::  0.3
10/19/22,2:46:28:772,FireSpire- 5  LELSensor 2 Level::  0.3
10/19/22,2:46:28:802,FireSpire- 5  Oxygen Level::  20.9
10/19/22,2:46:28:848,FireSpire- 6  MixTank Pressure::  5.4
10/19/22,2:46:28:886,FireSpire- 6  HydrogenTank Pressure::  2762.3
10/19/22,2:46:28:920,FireSpire- 6  Pilot Pressure::  128.2
10/19/22,2:46:28:954,FireSpire- 6  LELSensor 1 Level::  0.3
10/19/22,2:46:28:987,FireSpire- 6  LELSensor 2 Level::  0.3
10/19/22,2:46:29:019,FireSpire- 6  Oxygen Level::  20.5
10/19/22,2:46:29:050,FireSpire-1 N2Flow::  1
10/19/22,2:46:29:051,FireSpire-2 N2Flow::  1
10/19/22,2:46:29:051,FireSpire-3 N2Flow::  1
10/19/22,2:46:29:051,FireSpire-4 N2Flow::  1
10/19/22,2:46:29:051,FireSpire-5 N2Flow::  1
10/19/22,2:46:29:051,FireSpire-6 N2Flow::  1
10/19/22,2:46:29:082,FireSpire-1 AlarmStatus::  38923
10/19/22,2:46:29:082,FireSpire-2 AlarmStatus::  38923
10/19/22,2:46:29:082,FireSpire-3 AlarmStatus::  38923
10/19/22,2:46:29:082,FireSpire-4 AlarmStatus::  38923
10/19/22,2:46:29:083,FireSpire-5 AlarmStatus::  38923
10/19/22,2:46:29:083,FireSpire-6 AlarmStatus::  38915
10/19/22,2:46:29:083,FireSpire- 1  FireEnabled:  1
10/19/22,2:46:29:083,FireSpire- 1  Call For Ignition:  1
10/19/22,2:46:29:083,FireSpire- 1  Flame Detected:  0
10/19/22,2:46:29:083,FireSpire- 1  Moisture Alarm:  1
10/19/22,2:46:29:083,FireSpire- 1  Burner Faulted:  0
10/19/22,2:46:29:083,FireSpire- 1  LEL 102 Alarm:  0
10/19/22,2:46:29:084,FireSpire- 1  LEL 102 Warning:  0
10/19/22,2:46:29:084,FireSpire- 1  LEL 102 Fault:  0
10/19/22,2:46:29:084,FireSpire- 1  LEL 101 Alarm:  0
10/19/22,2:46:29:084,FireSpire- 1  LEL 101 Warning:  0
10/19/22,2:46:29:084,FireSpire- 1  LEL 101 Fault:  0
10/19/22,2:46:29:084,FireSpire- 1  MixTank Pressure High:  1
10/19/22,2:46:29:084,FireSpire- 1  H2Tank Pressure High:  1
10/19/22,2:46:29:084,FireSpire- 1  Estop:  0
10/19/22,2:46:29:085,FireSpire- 1  O2 Alarm:  0
10/19/22,2:46:29:085,FireSpire- 1  Air Flow:  1
10/19/22,2:46:29:085,FireSpire- 2  FireEnabled:  1
10/19/22,2:46:29:085,FireSpire- 2  Call For Ignition:  1
10/19/22,2:46:29:085,FireSpire- 2  Flame Detected:  0
10/19/22,2:46:29:085,FireSpire- 2  Moisture Alarm:  1
10/19/22,2:46:29:085,FireSpire- 2  Burner Faulted:  0
10/19/22,2:46:29:085,FireSpire- 2  LEL 102 Alarm:  0
10/19/22,2:46:29:086,FireSpire- 2  LEL 102 Warning:  0
10/19/22,2:46:29:086,FireSpire- 2  LEL 102 Fault:  0
10/19/22,2:46:29:086,FireSpire- 2  LEL 101 Alarm:  0
10/19/22,2:46:29:086,FireSpire- 2  LEL 101 Warning:  0
10/19/22,2:46:29:086,FireSpire- 2  LEL 101 Fault:  0
10/19/22,2:46:29:086,FireSpire- 2  MixTank Pressure High:  1
10/19/22,2:46:29:086,FireSpire- 2  H2Tank Pressure High:  1
10/19/22,2:46:29:086,FireSpire- 2  Estop:  0
10/19/22,2:46:29:087,FireSpire- 2  O2 Alarm:  0
10/19/22,2:46:29:087,FireSpire- 2  Air Flow:  1
10/19/22,2:46:29:087,FireSpire- 3  FireEnabled:  1
10/19/22,2:46:29:087,FireSpire- 3  Call For Ignition:  1
10/19/22,2:46:29:087,FireSpire- 3  Flame Detected:  0
10/19/22,2:46:29:087,FireSpire- 3  Moisture Alarm:  1
10/19/22,2:46:29:087,FireSpire- 3  Burner Faulted:  0
10/19/22,2:46:29:087,FireSpire- 3  LEL 102 Alarm:  0
10/19/22,2:46:29:087,FireSpire- 3  LEL 102 Warning:  0
10/19/22,2:46:29:088,FireSpire- 3  LEL 102 Fault:  0
10/19/22,2:46:29:088,FireSpire- 3  LEL 101 Alarm:  0
10/19/22,2:46:29:088,FireSpire- 3  LEL 101 Warning:  0
10/19/22,2:46:29:088,FireSpire- 3  LEL 101 Fault:  0
10/19/22,2:46:29:088,FireSpire- 3  MixTank Pressure High:  1
10/19/22,2:46:29:088,FireSpire- 3  H2Tank Pressure High:  1
10/19/22,2:46:29:088,FireSpire- 3  Estop:  0
10/19/22,2:46:29:088,FireSpire- 3  O2 Alarm:  0
10/19/22,2:46:29:089,FireSpire- 3  Air Flow:  1
10/19/22,2:46:29:089,FireSpire- 4  FireEnabled:  1
10/19/22,2:46:29:089,FireSpire- 4  Call For Ignition:  1
10/19/22,2:46:29:089,FireSpire- 4  Flame Detected:  0
10/19/22,2:46:29:089,FireSpire- 4  Moisture Alarm:  1
10/19/22,2:46:29:089,FireSpire- 4  Burner Faulted:  0
10/19/22,2:46:29:089,FireSpire- 4  LEL 102 Alarm:  0
10/19/22,2:46:29:089,FireSpire- 4  LEL 102 Warning:  0
